CVE,x,y,poblacion
00180000,18,0,1
00320020,32,20,1
00410019,41,19,1
00230046,23,46,1
00420046,42,46,1
00460015,46,15,1
00120041,12,41,1
00270022,27,22,1
00300036,30,36,1
00140023,14,23,1
00070033,7,33,1
00240016,24,16,1
00340007,34,7,1
00030007,3,7,1
00240019,24,19,1
00190037,19,37,1
00360001,36,1,1
00490040,49,40,1
00050041,5,41,1
00110045,11,45,1
00210024,21,24,1
00350042,35,42,1
00450034,45,34,1
00110031,11,31,1
00350048,35,48,1
00020034,2,34,1
00120016,12,16,1
00030015,3,15,1
00030009,3,9,1
00250038,25,38,1
00400039,40,39,1
00470012,47,12,1
00170026,17,26,1
00200015,20,15,1
00050031,5,31,1
00410002,41,2,1
00060025,6,25,1
00210019,21,19,1
00320042,32,42,1
00370036,37,36,1
00410041,41,41,1
00090019,9,19,1
00470021,47,21,1
00070037,7,37,1
00270005,27,5,1
00150023,15,23,1
00320005,32,5,1
00030016,3,16,1
00120015,12,15,1
00480000,48,0,1
00010010,1,10,1
00420037,42,37,1
00110019,11,19,1
00100029,10,29,1
00410045,41,45,1
00180034,18,34,1
00320004,32,4,1
00120035,12,35,1
00120011,12,11,1
00400014,40,14,1
00450032,45,32,1
00230045,23,45,1
00480009,48,9,1
00150032,15,32,1
00370005,37,5,1
00090039,9,39,1
00100005,10,5,1
00060040,6,40,1
00430023,43,23,1
00000046,0,46,1
00130009,13,9,1
00180046,18,46,1
00230010,23,10,1
00230017,23,17,1
00000004,0,4,1
00120046,12,46,1
00470023,47,23,1
00310024,31,24,1
00140005,14,5,1
00420020,42,20,1
00060012,6,12,1
00230022,23,22,1
00300041,30,41,1
00360006,36,6,1
00390019,39,19,1
00400011,40,11,1
00440047,44,47,1
00280016,28,16,1
00240021,24,21,1
00340005,34,5,1
00230013,23,13,1
00370011,37,11,1
00400019,40,19,1
00420021,42,21,1
00460045,46,45,1
00170028,17,28,1
00300020,30,20,1
00470022,47,22,1
00140021,14,21,1
00250021,25,21,1
00250016,25,16,1
00270012,27,12,1
00470031,47,31,1
00330004,33,4,1
00060039,6,39,1
00060036,6,36,1
00160047,16,47,1
00240004,24,4,1
00390026,39,26,1
00060001,6,1,1
00240043,24,43,1
00060037,6,37,1
00160015,16,15,1
00120042,12,42,1
00010044,1,44,1
00040016,4,16,1
00430025,43,25,1
00150021,15,21,1
00460019,46,19,1
00260024,26,24,1
00050039,5,39,1
00260031,26,31,1
00330001,33,1,1
00270028,27,28,1
00020017,2,17,1
00100009,10,9,1
00120013,12,13,1
00010030,1,30,1
00080039,8,39,1
00040047,4,47,1
00260032,26,32,1
00310002,31,2,1
00280042,28,42,1
00320024,32,24,1
00290015,29,15,1
00310038,31,38,1
00030026,3,26,1
00230047,23,47,1
00080027,8,27,1
00110020,11,20,1
00470028,47,28,1
00340015,34,15,1
00000041,0,41,1
00410012,41,12,1
00080025,8,25,0
00140000,14,0,1
00210018,21,18,1
00250009,25,9,1
00160026,16,26,1
00050045,5,45,1
00160043,16,43,1
00010031,1,31,1
00080002,8,2,1
00190038,19,38,1
00220041,22,41,1
00250010,25,10,1
00290032,29,32,1
00380033,38,33,1
00450030,45,30,1
00100002,10,2,1
00470047,47,47,1
00410006,41,6,1
00150034,15,34,1
00100004,10,4,1
00260035,26,35,1
00390009,39,9,1
00470003,47,3,1
00100036,10,36,1
00090021,9,21,1
00210037,21,37,1
00190049,19,49,1
00400048,40,48,1
00000033,0,33,1
00450027,45,27,1
00330027,33,27,1
00400049,40,49,1
00440028,44,28,1
00070005,7,5,1
00010001,1,1,1
00070004,7,4,1
00220010,22,10,1
00310030,31,30,1
00380035,38,35,1
00400036,40,36,1
00180038,18,38,1
00420025,42,25,1
00460000,46,0,1
00330030,33,30,1
00050026,5,26,1
00130037,13,37,1
00160013,16,13,1
00280022,28,22,1
00200043,20,43,1
00290021,29,21,1
00400040,40,40,1
00230006,23,6,1
00410009,41,9,1
00020039,2,39,1
00380011,38,11,1
00320000,32,0,1
00010036,1,36,1
00100041,10,41,1
00070030,7,30,1
00180015,18,15,1
00360008,36,8,1
00380036,38,36,1
00000040,0,40,1
00030038,3,38,1
00040026,4,26,1
00040023,4,23,1
00430024,43,24,1
00390044,39,44,1
00410026,41,26,1
00430000,43,0,1
00170002,17,2,1
00340010,34,10,1
00050008,5,8,1
00210036,21,36,1
00080038,8,38,1
00020045,2,45,1
00200026,20,26,1
00070019,7,19,1
00250039,25,39,1
00170009,17,9,1
00080046,8,46,1
00330020,33,20,1
00150013,15,13,1
00370039,37,39,1
00210004,21,4,1
00270031,27,31,1
00250006,25,6,1
00120003,12,3,1
00210010,21,10,1
00010025,1,25,1
00360014,36,14,1
00140031,14,31,1
00490048,49,48,1
00000011,0,11,1
00050000,5,0,1
00290002,29,2,1
00220040,22,40,1
00060041,6,41,1
00080001,8,1,1
00110034,11,34,1
00410046,41,46,1
00270047,27,47,1
00440044,44,44,1
00420038,42,38,1
00470036,47,36,1
00170037,17,37,1
00110002,11,2,1
00280039,28,39,1
00160040,16,40,1
00310023,31,23,1
00000026,0,26,1
00070012,7,12,1
00240008,24,8,1
00280006,28,6,1
00010047,1,47,1
00330018,33,18,1
00070046,7,46,1
00290009,29,9,1
00220004,22,4,1
00310021,31,21,1
00050011,5,11,1
00340036,34,36,1
00360023,36,23,1
00370041,37,41,1
00210015,21,15,1
00390000,39,0,1
00430036,43,36,1
00450038,45,38,1
00490016,49,16,0
00390048,39,48,1
00400002,40,2,1
00370049,37,49,1
00220020,22,20,1
00250015,25,15,1
00340011,34,11,1
00000019,0,19,1
00240036,24,36,1
00150012,15,12,1
00400032,40,32,1
00370010,37,10,1
00370026,37,26,1
00190014,19,14,1
00240012,24,12,1
00360033,36,33,1
00080024,8,24,1
00290026,29,26,1
00390032,39,32,1
00480045,48,45,1
00060034,6,34,1
00100016,10,16,1
00110033,11,33,1
00020013,2,13,1
00130004,13,4,1
00210012,21,12,1
00230005,23,5,1
00320040,32,40,1
00360009,36,9,1
00330010,33,10,1
00160044,16,44,1
00400041,40,41,1
00270027,27,27,1
00450047,45,47,1
00460005,46,5,1
00460038,46,38,1
00370048,37,48,1
00470041,47,41,1
00480029,48,29,1
00240001,24,1,1
00390034,39,34,1
00180029,18,29,1
00120005,12,5,1
00070013,7,13,1
00050025,5,25,1
00350013,35,13,1
00260019,26,19,1
00280005,28,5,1
00350036,35,36,1
00150015,15,15,1
00000025,0,25,1
00210042,21,42,1
00030014,3,14,1
00040014,4,14,0
00080036,8,36,1
00040001,4,1,1
00140009,14,9,1
00230032,23,32,1
00280025,28,25,1
00320030,32,30,1
00350007,35,7,1
00450041,45,41,1
00250035,25,35,1
00050047,5,47,1
00360020,36,20,1
00250000,25,0,1
00380001,38,1,1
00050024,5,24,1
00340042,34,42,1
00490015,49,15,1
00050032,5,32,1
00010024,1,24,1
00150014,15,14,1
00040024,4,24,1
00080015,8,15,1
00350044,35,44,1
00140008,14,8,1
00080011,8,11,1
00250027,25,27,1
00430031,43,31,1
00030029,3,29,1
00450016,45,16,1
00330009,33,9,1
00400009,40,9,1
00190043,19,43,1
00110003,11,3,1
00010004,1,4,1
00210034,21,34,1
00370045,37,45,1
00260046,26,46,1
00430029,43,29,1
00170013,17,13,1
00190006,19,6,1
00080040,8,40,1
00150027,15,27,1
00320003,32,3,1
00220022,22,22,1
00080014,8,14,1
00150019,15,19,1
00200049,20,49,1
00400046,40,46,1
00200032,20,32,1
00020048,2,48,1
00460034,46,34,1
00460008,46,8,1
00340035,34,35,1
00370018,37,18,1
00130008,13,8,1
00440003,44,3,1
00160030,16,30,1
00360015,36,15,1
00390049,39,49,1
00170008,17,8,1
00220029,22,29,1
00080007,8,7,1
00110042,11,42,1
00260012,26,12,1
00470034,47,34,1
00490042,49,42,1
00140046,14,46,1
00010007,1,7,1
00340018,34,18,1
00260030,26,30,1
00090031,9,31,1
00090001,9,1,1
00250025,25,25,1
00130015,13,15,1
00200031,20,31,1
00250014,25,14,1
00130026,13,26,1
00180012,18,12,1
00260047,26,47,1
00090037,9,37,1
00170040,17,40,1
00140015,14,15,1
00050012,5,12,1
00260026,26,26,1
00340049,34,49,1
00460024,46,24,1
00220028,22,28,1
00240006,24,6,1
00250043,25,43,1
00020002,2,2,1
00040032,4,32,1
00300039,30,39,1
00180006,18,6,1
00430046,43,46,1
00470037,47,37,1
00060008,6,8,1
00170001,17,1,1
00180007,18,7,1
00110037,11,37,1
00160000,16,0,1
00480026,48,26,1
00270025,27,25,1
00080042,8,42,1
00470010,47,10,1
00140013,14,13,1
00440022,44,22,1
00460009,46,9,1
00190025,19,25,1
00180024,18,24,1
00210005,21,5,1
00490020,49,20,1
00350020,35,20,1
00040002,4,2,1
00300027,30,27,1
00180045,18,45,1
00180040,18,40,1
00310027,31,27,1
00240018,24,18,1
00140049,14,49,1
00370024,37,24,1
00260045,26,45,1
00060005,6,5,1
00060023,6,23,1
00190041,19,41,1
00340037,34,37,1
00470018,47,18,1
00210044,21,44,1
00340032,34,32,1
00010027,1,27,1
00470042,47,42,1
00230019,23,19,1
00220001,22,1,1
00070047,7,47,1
00080005,8,5,1
00100032,10,32,1
00260022,26,22,1
00330047,33,47,1
00340002,34,2,1
00330034,33,34,1
00270016,27,16,1
00420002,42,2,1
00100037,10,37,1
00470045,47,45,1
00330003,33,3,1
00020040,2,40,1
00340022,34,22,1
00360024,36,24,1
00450029,45,29,1
00110017,11,17,1
00030027,3,27,1
00100042,10,42,1
00110026,11,26,1
00230016,23,16,1
00290027,29,27,1
00310015,31,15,1
00040049,4,49,1
00350046,35,46,1
00220003,22,3,1
00330013,33,13,1
00450002,45,2,1
00080003,8,3,1
00380013,38,13,1
00360021,36,21,1
00300009,30,9,1
00410016,41,16,1
00300042,30,42,1
00060027,6,27,1
00400016,40,16,1
00080028,8,28,1
00200004,20,4,1
00040030,4,30,1
00140039,14,39,1
00220033,22,33,1
00220017,22,17,1
00390015,39,15,1
00440019,44,19,1
00320035,32,35,1
00040037,4,37,1
00040031,4,31,1
00230038,23,38,1
00160035,16,35,1
00470011,47,11,1
00390028,39,28,1
00330045,33,45,1
00010003,1,3,1
00200035,20,35,1
00090029,9,29,1
00020023,2,23,1
00180025,18,25,1
00130025,13,25,1
00170047,17,47,1
00270014,27,14,1
00280013,28,13,1
00320044,32,44,0
00320039,32,39,1
00380015,38,15,1
00390006,39,6,1
00440036,44,36,1
00320018,32,18,1
00410013,41,13,1
00460042,46,42,1
00060042,6,42,1
00210013,21,13,1
00300044,30,44,1
00060018,6,18,1
00180035,18,35,1
00190044,19,44,1
00200007,20,7,1
00110009,11,9,1
00030024,3,24,1
00120023,12,23,1
00280012,28,12,1
00360048,36,48,1
00270017,27,17,1
00310047,31,47,1
00150002,15,2,1
00040000,4,0,1
00060007,6,7,1
00380003,38,3,1
00220043,22,43,1
00230031,23,31,1
00000008,0,8,1
00470017,47,17,1
00030048,3,48,1
00190040,19,40,1
00360029,36,29,1
00270020,27,20,1
00120036,12,36,1
00360007,36,7,1
00380020,38,20,1
00370025,37,25,1
00160016,16,16,1
00380027,38,27,0
00420030,42,30,1
00450017,45,17,1
00460002,46,2,1
00460040,46,40,0
00050043,5,43,1
00150000,15,0,1
00140038,14,38,1
00300038,30,38,1
00300028,30,28,1
00080045,8,45,1
00310011,31,11,1
00330040,33,40,1
00050023,5,23,1
00360012,36,12,1
00000010,0,10,1
00360022,36,22,1
00360028,36,28,1
00220049,22,49,1
00110011,11,11,1
00410049,41,49,1
00190002,19,2,1
00300043,30,43,1
00430034,43,34,1
00110000,11,0,1
00010023,1,23,1
00210048,21,48,1
00380032,38,32,1
00450007,45,7,1
00440008,44,8,1
00220047,22,47,1
00370004,37,4,1
00420040,42,40,1
00270021,27,21,1
00080047,8,47,1
00280034,28,34,1
00260041,26,41,1
00170031,17,31,1
00290018,29,18,1
00380022,38,22,1
00280027,28,27,0
00070027,7,27,1
00290041,29,41,1
00330033,33,33,1
00180019,18,19,1
00180036,18,36,1
00280015,28,15,1
00310026,31,26,1
00480017,48,17,1
00050034,5,34,1
00430027,43,27,1
00100023,10,23,1
00000035,0,35,1
00120007,12,7,1
00010045,1,45,1
00100028,10,28,1
00060002,6,2,1
00140014,14,14,1
00440035,44,35,1
00020001,2,1,1
00470020,47,20,1
00270026,27,26,1
00480010,48,10,1
00150030,15,30,1
00490018,49,18,1
00450006,45,6,1
00150016,15,16,1
00230030,23,30,1
00390047,39,47,1
00010005,1,5,1
00080018,8,18,1
00120022,12,22,1
00000047,0,47,1
00210033,21,33,1
00150007,15,7,1
00350019,35,19,1
00370031,37,31,1
00450014,45,14,1
00030040,3,40,1
00180009,18,9,1
00180013,18,13,1
00060014,6,14,1
00200010,20,10,1
00390038,39,38,1
00100044,10,44,1
00490005,49,5,1
00280040,28,40,1
00400025,40,25,1
00450009,45,9,1
00110049,11,49,1
00490039,49,39,1
00000013,0,13,1
00140017,14,17,1
00370030,37,30,1
00370032,37,32,1
00480018,48,18,1
00310008,31,8,1
00200013,20,13,1
00020036,2,36,1
00380041,38,41,1
00090027,9,27,1
00050021,5,21,1
00110001,11,1,1
00490036,49,36,1
00170049,17,49,1
00250012,25,12,1
00360043,36,43,1
00020009,2,9,1
00140048,14,48,1
00140043,14,43,1
00210045,21,45,1
00250046,25,46,1
00170005,17,5,1
00200000,20,0,1
00390040,39,40,1
00420019,42,19,1
00080009,8,9,1
00460026,46,26,1
00490035,49,35,1
00250001,25,1,1
00110036,11,36,1
00310032,31,32,1
00240044,24,44,1
00210000,21,0,1
00390001,39,1,1
00200003,20,3,1
00130003,13,3,1
00290034,29,34,1
00090023,9,23,1
00490032,49,32,1
00130024,13,24,1
00440031,44,31,1
00390030,39,30,1
00490031,49,31,1
00020018,2,18,1
00230015,23,15,1
00030028,3,28,1
00020019,2,19,1
00320048,32,48,1
00280020,28,20,1
00440005,44,5,1
00480027,48,27,1
00350011,35,11,1
00350021,35,21,1
00420007,42,7,1
00290035,29,35,1
00390012,39,12,1
00090014,9,14,1
00260007,26,7,1
00050014,5,14,1
00110047,11,47,1
00190023,19,23,1
00020043,2,43,1
00070001,7,1,1
00250048,25,48,1
00410030,41,30,1
00320041,32,41,1
00110016,11,16,1
00490038,49,38,1
00200041,20,41,1
00100034,10,34,1
00280010,28,10,1
00280033,28,33,1
00120017,12,17,1
00380017,38,17,1
00300033,30,33,1
00190048,19,48,1
00400022,40,22,1
00090045,9,45,1
00330029,33,29,1
00480008,48,8,1
00210025,21,25,1
00350009,35,9,1
00140035,14,35,1
00240032,24,32,1
00280026,28,26,1
00320031,32,31,1
00460036,46,36,1
00040035,4,35,1
00420041,42,41,1
00260001,26,1,1
00350004,35,4,1
00430028,43,28,1
00090015,9,15,1
00030011,3,11,1
00070031,7,31,1
00160021,16,21,1
00250018,25,18,1
00100013,10,13,1
00250020,25,20,1
00470038,47,38,1
00020042,2,42,1
00340031,34,31,1
00180043,18,43,1
00000038,0,38,1
00090033,9,33,1
00110032,11,32,1
00450008,45,8,1
00270046,27,46,1
00490019,49,19,1
00240029,24,29,1
00390045,39,45,1
00090035,9,35,1
00150046,15,46,1
00240028,24,28,1
00460032,46,32,1
00090026,9,26,1
00330019,33,19,1
00180028,18,28,1
00050040,5,40,1
00040020,4,20,1
00260009,26,9,1
00040018,4,18,1
00310003,31,3,1
00070042,7,42,1
00320025,32,25,1
00440000,44,0,1
00470004,47,4,1
00470013,47,13,1
00480015,48,15,1
00150009,15,9,1
00120033,12,33,1
00160019,16,19,1
00060016,6,16,1
00310010,31,10,1
00040038,4,38,1
00120048,12,48,1
00350017,35,17,1
00360036,36,36,1
00210011,21,11,1
00430037,43,37,1
00060035,6,35,1
00250003,25,3,1
00170023,17,23,0
00070007,7,7,1
00490008,49,8,1
00290039,29,39,1
00290045,29,45,1
00400017,40,17,1
00020031,2,31,1
00100039,10,39,1
00230014,23,14,1
00270009,27,9,1
00430039,43,39,1
00170048,17,48,1
00340033,34,33,1
00080020,8,20,0
00320002,32,2,1
00090034,9,34,1
00300049,30,49,1
00330015,33,15,1
00460037,46,37,1
00490009,49,9,1
00270013,27,13,1
00380000,38,0,1
00470027,47,27,1
00050019,5,19,1
00170030,17,30,1
00290001,29,1,1
00190021,19,21,1
00000042,0,42,1
00450040,45,40,1
00230044,23,44,1
00260002,26,2,1
00090013,9,13,1
00120028,12,28,1
00170004,17,4,1
00180039,18,39,1
00490022,49,22,1
00100024,10,24,1
00040043,4,43,1
00330042,33,42,1
00030044,3,44,1
00420013,42,13,1
00190017,19,17,1
00460006,46,6,1
00370021,37,21,1
00170042,17,42,1
00350045,35,45,1
00210009,21,9,1
00330006,33,6,1
00470009,47,9,1
00010029,1,29,1
00350003,35,3,1
00200042,20,42,1
00140019,14,19,1
00010021,1,21,1
00110018,11,18,1
00070014,7,14,1
00480049,48,49,1
00160023,16,23,1
00380026,38,26,1
00200008,20,8,1
00110010,11,10,1
00010028,1,28,1
00410008,41,8,1
00490014,49,14,1
00390017,39,17,1
00130000,13,0,1
00340003,34,3,1
00460035,46,35,1
00360031,36,31,1
00260023,26,23,1
00000029,0,29,1
00300004,30,4,1
00020015,2,15,1
00260033,26,33,1
00370016,37,16,1
00400004,40,4,1
00490037,49,37,1
00320034,32,34,1
00400000,40,0,0
00330011,33,11,1
00470040,47,40,1
00220008,22,8,1
00220011,22,11,1
00410031,41,31,1
00480043,48,43,1
00240023,24,23,1
00140032,14,32,1
00460028,46,28,1
00490046,49,46,1
00370044,37,44,1
00050033,5,33,1
00050004,5,4,1
00160025,16,25,1
00120006,12,6,1
00150028,15,28,1
00170006,17,6,1
00250049,25,49,1
00170041,17,41,1
00440042,44,42,1
00380012,38,12,1
00130039,13,39,1
00060026,6,26,1
00450025,45,25,0
00380040,38,40,1
00480013,48,13,1
00090017,9,17,1
00030008,3,8,1
00030000,3,0,1
00100003,10,3,1
00050037,5,37,1
00090005,9,5,1
00110035,11,35,1
00120010,12,10,1
00160027,16,27,1
00370015,37,15,1
00400005,40,5,1
00450049,45,49,1
00420035,42,35,1
00400020,40,20,1
00350039,35,39,1
00450031,45,31,1
00440037,44,37,1
00440024,44,24,1
00100020,10,20,1
00450042,45,42,1
00270023,27,23,1
00340020,34,20,1
00480002,48,2,1
00040006,4,6,1
00000021,0,21,1
00060017,6,17,1
00410036,41,36,1
00290036,29,36,1
00220039,22,39,1
00430004,43,4,1
00140036,14,36,1
00120025,12,25,1
00030035,3,35,1
00220021,22,21,1
00300019,30,19,1
00210035,21,35,1
00460025,46,25,1
00450036,45,36,1
00020011,2,11,1
00310044,31,44,1
00170038,17,38,1
00330049,33,49,1
00470033,47,33,1
00370008,37,8,1
00330007,33,7,1
00160036,16,36,1
00200018,20,18,1
00420015,42,15,1
00290031,29,31,1
00410007,41,7,1
00450000,45,0,1
00470019,47,19,1
00240022,24,22,1
00250045,25,45,1
00400013,40,13,1
00420047,42,47,1
00480004,48,4,1
00040005,4,5,1
00390020,39,20,1
00010006,1,6,1
00120009,12,9,1
00380028,38,28,1
00400043,40,43,1
00070028,7,28,1
00180022,18,22,1
00290023,29,23,1
00340029,34,29,1
00430020,43,20,1
00100017,10,17,1
00320014,32,14,1
00330012,33,12,1
00350037,35,37,1
00380007,38,7,1
00250044,25,44,1
00430040,43,40,1
00120012,12,12,1
00380016,38,16,1
00450012,45,12,1
00380023,38,23,1
00120019,12,19,1
00290047,29,47,1
00090004,9,4,1
00190010,19,10,1
00380009,38,9,1
00480016,48,16,1
00050013,5,13,1
00220025,22,25,1
00200005,20,5,1
00490044,49,44,1
00320001,32,1,1
00160038,16,38,1
00390013,39,13,1
00100019,10,19,1
00190012,19,12,1
00230042,23,42,1
00390025,39,25,1
00200045,20,45,1
00410039,41,39,1
00400023,40,23,1
00300015,30,15,1
00390018,39,18,1
00420039,42,39,1
00440029,44,29,1
00450026,45,26,1
00230021,23,21,1
00310022,31,22,1
00050003,5,3,1
00380005,38,5,1
00220036,22,36,1
00300011,30,11,1
00430035,43,35,1
00250022,25,22,1
00240003,24,3,1
00040008,4,8,1
00160049,16,49,1
00220034,22,34,1
00070048,7,48,1
00320008,32,8,1
00320037,32,37,1
00430044,43,44,1
00030022,3,22,1
00230026,23,26,1
00270002,27,2,1
00400044,40,44,1
00080017,8,17,1
00010035,1,35,1
00160034,16,34,1
00010049,1,49,1
00030025,3,25,1
00090006,9,6,1
00060038,6,38,1
00070021,7,21,1
00130021,13,21,1
00130035,13,35,1
00150035,15,35,1
00210017,21,17,1
00080023,8,23,1
00410040,41,40,1
00000005,0,5,1
00100011,10,11,1
00080035,8,35,1
00100025,10,25,1
00110008,11,8,1
00310001,31,1,1
00000020,0,20,1
00020000,2,0,1
00260004,26,4,1
00280044,28,44,1
00070009,7,9,1
00400006,40,6,1
00460029,46,29,1
00350043,35,43,1
00150047,15,47,1
00110046,11,46,1
00020037,2,37,1
00060003,6,3,1
00140029,14,29,1
00390021,39,21,1
00460004,46,4,1
00040019,4,19,1
00300031,30,31,1
00140047,14,47,1
00350034,35,34,1
00400038,40,38,1
00110029,11,29,1
00190024,19,24,1
00040017,4,17,1
00220005,22,5,1
00090043,9,43,1
00310007,31,7,1
00390043,39,43,1
00080006,8,6,1
00180017,18,17,1
00300021,30,21,1
00410023,41,23,1
00000039,0,39,1
00430005,43,5,1
00260044,26,44,1
00000016,0,16,1
00490023,49,23,1
00210006,21,6,1
00120043,12,43,1
00160028,16,28,1
00430007,43,7,1
00270036,27,36,1
00290004,29,4,1
00390046,39,46,1
00440043,44,43,1
00070022,7,22,1
00190027,19,27,1
00490012,49,12,1
00290000,29,0,1
00480020,48,20,1
00410035,41,35,1
00090049,9,49,1
00470016,47,16,1
00200029,20,29,1
00280021,28,21,1
00190028,19,28,1
00420022,42,22,1
00080043,8,43,1
00350047,35,47,1
00190033,19,33,0
00390003,39,3,1
00440041,44,41,1
00470014,47,14,1
00140007,14,7,1
00270003,27,3,1
00360047,36,47,1
00420032,42,32,1
00440016,44,16,1
00460010,46,10,1
00280001,28,1,1
